,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
10,0,117.1,0,0,0,0,0,50.74,35.06,0,30.55,0,61.29,2.99,23.42,29.9,70.58,29.86,85.73,20.23,82.1,20.12,68.33,32.33,31.43,0,89.35,89.36,0,0,0,0,0,0,0,0,0,0,2.98,38.64,30.54,72.41,30.54,63.32,33.65,60.74,33.65,58.11,42.59,31.73,0,89.33,89.35,0,0,0,0,49.88,0,0,0,0,0,2.98,38.65,27.48,69.89,27.44,85.01,34.6,60.27,34.6,56.06,43.05,28.86,0,91.1,91.11,0,0,0,0,0,0,0,31.78,0,0,2.98,37.72,29.05,72.84,29.05,61.34,30.05,62.54,29.93,73.96,41.32,30.24,0,120.06,0,0,0,0,0,50.05,34.89,0,30.39,0,57.21,2.99,21.71,28.37,70.71,28.33,85.57,18.32,80.47,18.21,66.95,30.79,29.89,0,120.8,0,0,0,0,0,50.56,34.62,0,30.08,0,56.21,2.99,21.28,28.06,70.49,28.02,84.27,18,80.62,17.89,67.63,30.47,29.57,0,91.94,91.96,0,0,0,0,49.65,38.17,0,0,0,0,2.98,37.28,27.04,69.67,27,85.03,28.72,84.88,28.72,56.24,40.77,28.41,0,93.53,93.55,0,0,0,0,50.49,35.95,0,30.71,0,0,2.98,36.44,28.23,70.93,28.19,84.57,22.03,82.33,21.92,69.61,39.81,29.61,0,112.51,0,0,0,0,0,0,35.71,0,31.64,0,0,2.99,26.04,29.37,72.15,29.37,62.45,22.3,83.04,22.19,66.7,38.56,30.56,0,93.16,93.18,0,0,0,0,50.06,36.09,0,30.38,0,0,2.98,36.63,27.59,72.38,27.55,84.77,21.93,81.99,21.82,70.6,39.78,28.96,0,91.7,91.71,0,0,0,0,49.09,0,0,32.35,0,0,2.98,37.41,26.93,72.91,26.89,85.98,29.61,62.9,29.49,71.52,40.92,28.3,0,119.73,0,0,0,0,0,50.26,34.73,0,30.5,0,59.29,2.99,21.91,28.31,69.32,28.27,85.11,18.52,80.95,18.41,66.78,30.74,29.84,0,97.49,97.51,0,0,0,0,50.27,35.38,0,29.93,0,68.23,2.97,34.32,29.72,69.74,29.68,86.49,19.99,81.3,19.88,70.1,32.18,31.28,0,94.9,94.92,0,0,0,0,0,36.41,0,31.15,0,64.42,2.98,35.71,32.62,71.77,32.62,59.44,21.8,81.29,21.69,67.88,34.88,33.98
11,0,117.91,0,0,0,0,0,50.91,34.84,0,30.35,0,55.95,2.99,22.96,29.93,69.72,29.88,85.43,19.8,82.05,19.69,68.54,32.34,31.44,0,92.6,92.62,0,0,0,0,50.23,38.25,0,0,0,0,2.98,36.93,28.27,70.51,28.23,85.11,28.22,84.22,28.22,55.45,40.29,29.65,0,113.07,0,0,0,0,0,49.6,36.1,0,31.25,0,0,2.99,25.72,26.97,69.37,26.93,85.05,22,82.05,21.89,67.77,38.28,28.35,0,89.96,89.98,0,0,0,0,49.89,0,0,0,0,0,2.98,38.32,26.68,69.29,26.64,84.19,33.89,60.46,33.89,54.64,42.47,28.05,0,119.96,0,0,0,0,0,49.84,34.48,0,30.51,0,56.52,2.99,21.77,28.43,71.43,28.39,86.05,18.41,81.28,18.3,66.65,30.84,29.94,0,120.09,0,0,0,0,0,49.74,34.34,0,29.97,0,58.67,2.99,21.69,28.16,71.16,28.12,85.97,18.51,81.61,18.4,68.5,30.57,29.67,0,92.58,92.59,0,0,0,0,49.33,35.84,0,31.51,0,0,2.98,36.94,26.54,71.52,26.5,85.13,22.12,82.63,22,66.98,40.18,27.91,0,91.36,91.38,0,0,0,0,50.16,36.32,0,30.34,0,0,2.98,37.59,27.72,70.93,27.68,84.7,23.13,82.78,23.02,71.92,41.03,29.09,0,112.97,0,0,0,0,0,49.74,35.63,0,31.47,0,0,2.99,25.78,26.95,70.23,26.91,84.75,22.11,82.99,22,67.12,38.32,28.33,0,93.24,93.26,0,0,0,0,49.89,35.97,0,30.87,0,0,2.98,36.59,27.07,68.66,27.03,84.58,21.87,82.15,21.76,68.9,39.79,28.44,0,90.53,90.55,0,0,0,0,49.36,0,0,0,0,0,2.98,38.02,26.39,69.42,26.35,84.93,33.56,61.48,33.56,54.84,42.08,27.76,0,120.55,0,0,0,0,0,50.36,34.26,0,30.26,0,53.77,2.99,21.43,28.33,70.13,28.29,84.93,18.14,81.37,18.03,67.19,30.73,29.83,0,97.21,97.23,0,0,0,0,50.62,34.79,0,29.57,0,67.8,2.97,34.47,29.88,68.21,29.84,85.96,20.3,82.63,20.2,71.57,32.34,31.44,0,95.11,95.13,0,0,0,0,51.26,35.98,0,31,0,78.84,2.98,35.6,30.53,70.59,30.49,85.32,21.83,82.08,21.71,68.42,33.06,32.16
12,0,117.06,0,0,0,0,0,50.94,0,0,31.74,0,60.91,2.99,23.44,30.05,69.98,30.01,85.49,26.8,62.74,26.68,70.87,32.48,31.58,0,93.75,93.77,0,0,0,0,50.1,35.96,0,31.21,0,0,2.98,36.32,27.75,70.37,27.71,84.86,21.42,81.71,21.3,67.29,39.42,29.13,0,112.49,0,0,33.64,0,0,47.95,35.82,0,31.32,0,0,2.99,26.05,23.33,87.7,23.39,84.61,22.29,82.83,22.17,67.82,38.48,25.08,0,92.19,92.2,0,34.04,0,0,48.03,36.24,0,31.52,0,0,2.98,37.15,22.96,86.68,23.03,84.09,22.42,82.22,22.3,67.23,40.55,24.72,0,120.08,0,0,36.24,0,0,49.21,34.17,0,30.15,0,60.2,2.99,21.7,27.51,87.51,27.59,86.44,18.47,81.86,18.36,67.89,30.37,29.47,0,120.85,0,0,35.54,0,0,49.48,34.37,0,29.77,0,59.53,2.99,21.25,27.16,88.32,27.23,85.57,18.04,81.09,17.93,68.66,30,29.1,0,91.71,91.73,0,33.76,0,0,47.18,35.92,0,31.37,0,0,2.98,37.4,22.83,87.01,22.9,85.5,22.65,83.02,22.53,67.98,40.73,24.57,0,88.74,88.76,0,0,0,0,49.33,37.8,0,0,0,0,2.98,38.96,27.25,70.8,27.21,85.85,30.77,87.63,30.77,58.63,42.92,28.62,0,113.51,0,0,0,0,0,49.53,35.48,0,31.43,0,0,2.99,25.47,26.44,69.94,26.4,84.65,21.85,83,21.74,66.99,38.03,27.81,0,92.08,92.1,0,33.89,0,0,48.3,36,0,30.51,0,0,2.98,37.2,23.34,87.31,23.4,83.97,22.6,82.83,22.49,70.82,40.48,25.09,0,91.32,91.34,0,33.52,0,0,47.6,0,0,33.23,0,0,2.98,37.6,22.72,87.3,22.78,84.63,30,60.63,29.87,68.7,41.33,24.47,0,98.27,98.29,0,35.44,0,0,49.55,34.56,0,30.09,0,75.96,2.97,33.9,27.72,89.06,27.79,86,19.5,82.22,19.39,69.1,30.64,29.74,0,97.38,97.4,0,36.07,0,0,49.96,36.78,0,0,0,71.07,2.97,34.38,29.07,89.31,29.15,86.56,25.85,84.6,25.85,58.39,31.99,31.09,0,95,95.02,0,0,0,0,50.86,35.46,0,30.72,0,77.16,2.98,35.66,30.77,72.73,30.72,86.36,22.03,83.2,21.92,69.55,33.28,32.38
13,0,117.84,0,0,36.99,0,0,50.42,0,0,31.96,0,63.4,2.99,22.99,28.87,87.44,28.95,85.46,26.28,61.78,26.17,69.58,31.76,30.86,0,92.24,92.26,0,33.96,0,0,48.68,36.02,0,31.44,0,0,2.98,37.12,23.9,87.76,23.97,83.83,22.15,82.33,22.03,67.25,40.3,25.66,0,111.99,0,0,33.39,0,0,47.83,36.1,0,31.39,0,0,2.99,26.33,22.51,87.29,22.57,84,22.37,82.42,22.26,67.64,38.65,24.25,0,92.16,92.18,0,33.54,0,0,47.75,36.01,0,31.52,0,0,2.98,37.16,22.19,86.72,22.25,83.83,22.57,82.78,22.46,67.41,40.62,23.93,0,99.06,99.08,0,35.45,0,0,48.5,34.39,0,29.82,0,72.53,2.97,33.47,27.74,89.06,27.81,88,19.22,82.22,19.11,69.68,30.63,29.73,0,98.34,98.36,0,36.01,0,0,49.8,35.08,0,30.38,0,77.66,2.97,33.86,27.43,87.77,27.51,85.24,19.25,81.08,19.14,67.91,30.38,29.48,0,90.39,90.41,0,33.13,0,0,46.82,35.99,0,31.46,0,0,2.98,38.09,22.09,87.29,22.15,85.38,23.36,83.61,23.25,68.38,41.54,23.82,0,112.29,0,0,33.29,0,0,47.62,37.66,0,0,0,0,2.99,26.16,23.4,88.35,23.46,85.28,28.61,85.72,28.61,56.32,38.77,25.14,0,113,0,0,34.17,0,0,48.08,0,0,33.06,0,0,2.99,25.76,22.59,86.09,22.66,83.63,28.82,61.46,28.69,68.15,38.36,24.35,0,92.35,92.37,0,33.5,0,0,47.83,35.87,0,30.68,0,0,2.98,37.06,22.57,87.18,22.63,84.06,22.56,83.02,22.45,70.23,40.4,24.31,0,91.83,91.84,0,33.33,0,0,47.01,36.3,0,31.31,0,0,2.98,37.34,21.95,86.83,22.01,84.91,22.67,82.35,22.56,68.23,40.77,23.69,0,98.14,98.16,0,36.53,0,0,50.37,0,0,31.92,0,77.94,2.97,33.97,27.6,87.01,27.68,84.29,25.88,62.6,25.76,69.31,30.57,29.67,0,96.02,96.04,0,36.76,0,0,0,36.8,0,0,0,69.57,2.98,35.11,30.41,89.4,30.53,65.97,26.41,85.13,26.41,57.18,32.92,32.02,0,91.09,91.11,0,33.65,0,0,49.15,35.85,0,31.24,0,0,2.98,37.72,24.82,89.17,24.87,83.84,23.2,83.7,23.09,68.98,41.21,26.58
14,0,118.36,0,0,36.57,0,0,50.41,0,0,31.72,0,62.72,2.99,22.69,28.61,87.95,28.69,85.21,25.98,60.39,25.86,70.1,31.5,30.6,0,93.93,93.95,0,34.1,0,0,48.24,35.5,0,31.4,0,0,2.98,36.23,23.06,86.68,23.13,83.81,21.58,82.7,21.47,66.83,39.45,24.82,0,112.73,0,0,32.31,0,0,47.72,35.57,0,30.28,0,0,2.99,25.92,21.79,88.3,21.84,83.47,22.47,83.45,22.36,71.45,38.35,23.51,0,91.84,91.85,0,32.99,0,0,47.72,36.09,0,31.48,0,0,2.98,37.33,21.39,86.82,21.45,83.08,22.8,82.86,22.68,67.76,40.85,23.13,0,97.62,97.64,0,36,0,0,0,34.27,0,29.57,0,68.57,2.97,34.25,29.26,89.62,29.37,60.78,19.85,83.07,19.74,71.12,31.75,30.85,0,97.73,97.75,0,36.29,0,0,49.73,34.38,0,30.29,0,80.23,2.97,34.19,27.37,87.22,27.45,85.32,19.67,82.7,19.56,68.61,30.34,29.44,0,90.26,90.27,0,32.71,0,0,0,0,0,32.06,0,0,2.98,38.16,25.19,91.06,25.28,67.73,30.85,64.6,30.73,73.81,42.07,26.56,0,111.23,0,0,33.27,0,0,47.08,0,0,32.91,0,0,2.99,26.77,22.61,87.6,22.67,85.45,29.6,62.82,29.47,69.48,39.22,24.34,0,113.15,0,0,33.9,0,0,48.02,0,0,32.57,0,0,2.99,25.68,21.76,85.71,21.83,82.92,28.85,61.63,28.72,69.95,38.31,23.52,0,91.86,91.87,0,32.62,0,0,47.34,35.89,0,30.24,0,0,2.98,37.32,21.86,87.88,21.92,84.23,22.99,83.41,22.89,72.12,40.74,23.59,0,91.31,91.32,0,33.22,0,0,46.75,36.17,0,31.07,0,0,2.98,37.61,21.14,86.21,21.21,84.56,23.11,83.04,23,69.49,41.13,22.87,0,97.31,97.32,0,34.33,0,0,50.38,0,0,31.71,0,81.78,2.97,34.42,27.62,90.85,27.68,84.27,26.26,63.5,26.14,70.44,30.56,29.66,0,96.47,96.49,0,36.9,0,0,0,34.6,0,30.45,0,65.18,2.98,34.87,30.53,89.28,30.65,54.53,20.45,83.11,20.34,68.88,33.02,32.12,0,92.03,92.05,0,33.57,0,0,48.67,35.86,0,30.43,0,0,2.98,37.23,24,88.5,24.06,83.94,23.05,83.51,22.94,71.53,40.76,25.76
15,0,119.1,0,0,35.61,0,0,50.13,35.35,0,29.88,0,59.37,2.99,22.27,28.3,89.34,28.37,85.45,18.95,80.32,18.84,69.22,31.15,30.25,0,92.4,92.42,0,34.03,0,0,47.96,35.68,0,30.94,0,0,2.98,37.03,22.23,85.97,22.3,83.5,22.44,83.24,22.33,69.25,40.32,23.99,0,113.06,0,0,32.25,0,0,46.83,35.68,0,30.64,0,0,2.99,25.73,21.05,87.65,21.1,84.32,22.17,82.95,22.06,69.97,38.18,22.76,0,95.45,95.46,0,33.87,0,0,48.93,35.46,0,30.26,0,110.01,2.98,35.42,25.52,89.52,25.59,84.98,22.11,83.28,22,71.16,28.64,27.74,0,97.86,97.88,0,35.02,0,0,50.55,0,0,31.38,0,75.53,2.97,34.12,28.08,90.15,28.15,84.41,26.06,62.86,25.94,71.37,31.01,30.11,0,98.65,98.67,0,34.56,0,0,49.38,34.2,0,29.65,0,77.17,2.97,33.7,27.34,90.18,27.4,85.94,19.46,82.8,19.36,70.48,30.25,29.35,0,88.91,88.92,0,33.43,0,0,0,0,0,31.81,0,0,2.98,38.87,24.8,89.51,24.9,60.23,31.69,63.13,31.57,75.51,42.95,26.18,0,111.53,0,0,32.59,0,0,47.34,0,0,33.05,0,0,2.99,26.59,21.81,87.88,21.86,84.18,29.52,62.41,29.39,68.89,39.11,23.53,0,113.06,0,0,33.51,0,0,47.47,0,0,32.43,0,0,2.99,25.73,21,85.59,21.07,83.15,28.88,60.82,28.76,70.51,38.33,22.74,0,89.82,89.84,0,32.47,0,0,46.75,37.98,0,0,0,0,2.98,38.39,21.1,87.36,21.16,84.52,30.18,86.69,30.18,57.66,42.26,22.82,0,94.9,94.92,0,34.24,0,0,0,35.45,0,30.07,0,97,2.98,35.71,28.21,91.6,28.32,65.03,22.43,83.63,22.32,72.11,30.86,29.96,0,97.87,97.89,0,35.14,0,0,49.97,0,0,31.56,0,80.07,2.97,34.11,27.56,89.43,27.63,85.03,26.13,61.34,26.01,70.81,30.51,29.61,0,97.47,97.49,0,35.46,0,0,50.34,0,0,32.05,0,69.95,2.97,34.33,29.26,90.56,29.33,86.01,26.58,62.69,26.46,69.56,32.16,31.26,0,88.54,88.55,0,33.7,0,0,0,0,0,33.19,0,0,2.98,39.06,23.15,87.43,23.21,83.6,31.65,62.5,31.52,70.52,43.16,24.9
16,0,120.07,0,0,35.73,0,0,49.78,35.07,0,29.65,0,57,2.99,21.7,27.93,88.77,28,85.78,18.43,80.28,18.33,69.45,30.77,29.87,0,92.95,92.96,0,33.43,0,0,47.9,35.78,0,31.01,0,0,2.98,36.75,21.44,86.16,21.5,82.81,22.22,82.84,22.11,68.78,40.08,23.19,0,118.67,0,0,33.08,0,0,48.69,34.37,0,29.36,0,91.89,2.99,22.52,24.95,90.24,25.01,84.86,19.78,82.81,19.67,71.7,27.93,27.03,0,95.61,95.63,0,33.99,0,0,48.7,35.37,0,30.17,0,107.79,2.98,35.33,25.72,89.52,25.79,85.61,21.99,83.32,21.88,71.35,28.82,27.92,0,97.89,97.91,0,34.66,0,0,50.28,0,0,31.21,0,76.27,2.97,34.11,28.01,90.69,28.08,84.87,26.12,62.38,26.01,72.01,30.93,30.03,0,98.22,98.24,0,35.47,0,0,49.7,0,0,31.04,0,80.02,2.97,33.93,27.27,88.56,27.34,85.26,25.9,62.64,25.79,72.35,30.22,29.32,0,115.49,0,0,33.85,0,0,48.98,0,0,0,0,104.38,2.99,24.35,25.39,89.43,25.45,84.76,30.65,61.77,30.65,57.63,28.47,27.57,0,112.16,0,0,32.18,0,0,47.05,0,0,32.5,0,0,2.99,26.24,21.04,87.75,21.1,83.94,29.44,61.89,29.31,70.8,38.89,22.76,0,119.86,0,0,34.58,0,0,49.23,35.27,0,30.52,0,86.77,2.99,21.83,24.91,87.73,24.98,83.79,18.55,80.06,18.44,66.75,27.88,26.98,0,94.55,94.57,0,33.92,0,0,48.65,0,0,0,0,113.27,2.98,35.89,25.76,89.68,25.82,85.75,31.89,63.16,31.89,56.32,28.9,28,0,95.47,95.49,0,33.64,0,0,48.93,35.23,0,30.15,0,105.92,2.98,35.4,26.09,90.47,26.15,85.54,22.09,83.67,21.98,71.51,29.18,28.28,0,98,98.02,0,34.98,0,0,49.72,0,0,32.07,0,80.09,2.97,34.05,27.52,89.66,27.59,85.47,26.05,61.41,25.93,68.96,30.46,29.56,0,96.74,96.76,0,35.74,0,0,50.59,0,0,31.34,0,73.96,2.98,34.72,29.17,89.98,29.24,85.41,26.98,63.04,26.86,72.42,32.1,31.2,1,111.75,0,0,32.26,0,0,47.83,0,0,32.16,0,0,2.99,26.47,22.53,89.11,22.58,84.24,29.56,62.67,29.44,72.13,39.02,24.25
17,0,121.36,0,0,35.51,0,0,49.88,34.83,0,29.8,0,53.51,2.99,20.96,27.49,88.7,27.56,85.12,17.61,79.88,17.51,68.15,30.31,29.41,0,91.08,91.1,0,33.11,0,0,47.58,0,0,32.94,0,0,2.98,37.73,20.65,85.89,20.71,82.6,30.22,62.4,30.09,69.98,41.51,22.39,0,117.39,0,0,0,0,0,49.25,0,0,31.2,0,89.38,2.99,23.26,26.57,73.69,26.53,85.31,26.72,63.76,26.6,72.64,29.15,28.25,0,96.1,96.12,0,34.36,0,0,48.83,35.24,0,30.2,0,104.74,2.98,35.07,25.85,89.04,25.92,85.5,21.67,83.22,21.56,70.92,28.94,28.04,0,97.14,97.16,0,0,0,0,50.43,0,0,31.4,0,75.79,2.97,34.51,28.92,72.05,28.88,85.37,26.42,61.33,26.31,71.65,31.43,30.53,0,98.25,98.27,0,0,0,0,49.56,0,0,30.86,0,75.95,2.97,33.91,28.22,73.16,28.19,86.37,25.95,62.22,25.84,73.01,30.73,29.83,0,115.26,0,0,0,0,0,49.59,0,0,0,0,94.94,2.99,24.48,27.27,72.57,27.23,85.36,30.7,60.8,30.7,55.45,29.89,28.99,0,116.72,0,0,33.85,0,0,48.55,0,0,31.37,0,99.33,2.99,23.64,25.29,89.32,25.35,85.46,27.26,60.59,27.15,72.59,28.32,27.42,0,120.28,0,0,34.44,0,0,49.45,35.13,0,30.26,0,84.37,2.99,21.58,24.92,87.98,24.99,83.39,18.33,80.07,18.22,67.38,27.88,26.98,0,95.1,95.11,0,0,0,0,49.51,0,0,32.9,0,101.25,2.98,35.6,27.67,73.75,27.63,85.92,28.84,62.48,28.71,68.74,30.33,29.43,0,95.8,95.82,0,0,0,0,49.8,35.16,0,30.14,0,95.2,2.98,35.23,27.87,73.63,27.83,85.56,21.86,83.55,21.75,71.3,30.49,29.59,0,98.26,98.28,0,0,0,0,49.92,35.18,0,29.53,0,73.53,2.97,33.9,28.51,73.24,28.47,85.97,19.57,81.23,19.47,70.96,31,30.1,0,96.49,96.51,0,0,0,0,51.06,0,0,31.13,0,71.69,2.98,34.86,30.04,71.66,30,85.23,27.16,60.86,27.04,73.32,32.53,31.63,1,111.56,0,0,32.38,0,0,48.74,0,0,32.11,0,0,2.99,26.58,21.72,88.12,21.77,84.26,29.67,61.14,29.54,72.43,39.12,23.44
18,0,98.91,98.93,0,0,0,0,50.37,35.04,0,29.93,0,67.76,2.97,33.55,28.79,69.81,28.75,85.35,19.09,80.99,18.99,69.22,31.25,30.35,0,96.49,96.51,0,35.32,0,0,49.63,0,0,32.56,0,106.39,2.98,34.86,25.51,87.06,25.58,83.63,28,61.13,27.88,69.14,28.63,27.73,0,116.28,0,0,0,0,0,49.53,0,0,0,0,91.09,2.99,23.89,27.06,73.16,27.02,85.27,29.91,62.94,29.91,58.89,29.65,28.75,0,94.89,94.91,0,0,0,0,49.65,0,0,31.57,0,98.04,2.98,35.71,28.06,73.13,28.02,86.04,28.81,63.05,28.69,73.44,30.7,29.8,0,97.26,97.28,0,0,0,0,50.03,37.17,0,0,0,73.7,2.97,34.45,29.14,72.47,29.09,86.38,25.66,83.78,25.66,57.37,31.63,30.73,0,97,97.02,0,0,0,0,49.46,0,0,0,0,79.83,2.98,34.58,28.67,74.06,28.63,87.02,29.22,61.29,29.22,58.65,31.19,30.29,0,118,0,0,0,0,0,49.03,35.15,0,30.55,0,82.05,2.99,22.9,27.02,74.83,26.98,86.18,19.68,81.4,19.57,67.76,29.55,28.65,0,118.46,0,0,0,0,0,48.63,34.95,0,29.11,0,82.92,2.99,22.64,26.68,73.57,26.64,86.6,19.83,81.89,19.73,72.53,29.22,28.32,0,121.05,0,0,35.03,0,0,49.22,34.77,0,30.16,0,80.51,2.99,21.14,24.9,86.94,24.96,83.82,17.9,80.26,17.8,67.29,27.84,26.94,0,94.73,94.75,0,0,0,0,49.58,0,0,32.72,0,99.5,2.98,35.8,28.08,73.56,28.04,86.2,28.95,61.58,28.82,69.51,30.73,29.83,0,95.14,95.16,0,0,0,0,49.82,0,0,31.43,0,95.16,2.98,35.58,28.34,73.48,28.3,86,28.73,63.9,28.61,73.88,30.97,30.07,0,97.61,97.63,0,0,0,0,49.72,34.98,0,29.44,0,73.76,2.97,34.26,28.77,73.26,28.73,86.62,19.87,81.87,19.77,71.53,31.26,30.36,0,95.6,95.62,0,0,0,0,51.05,0,0,0,0,75.22,2.98,35.33,30.4,72.52,30.36,85.61,30.4,61.43,30.4,56.96,32.91,32.01,1,111.54,0,0,0,0,0,49.92,0,0,31.71,0,0,2.99,26.59,24.05,73.56,24.01,85.95,29.76,61.74,29.65,73.94,39.15,25.41
19,0,98.74,98.76,0,0,0,0,50.58,35.03,0,30.47,0,66.86,2.97,33.65,28.94,70.69,28.9,85.09,18.98,80.9,18.88,67.35,31.4,30.5,0,96.23,96.25,0,0,0,0,50.43,0,0,32.58,0,96.51,2.98,35,27.54,68.89,27.5,84,28.08,60.28,27.96,69.15,30.18,29.28,0,116.54,0,0,0,0,0,49.17,0,0,0,0,87.81,2.99,23.74,27.33,73.13,27.29,86.24,29.75,61.92,29.75,57.33,29.9,29,0,94.13,94.15,0,0,0,0,49.78,0,0,0,0,98.39,2.98,36.12,28.58,73.21,28.54,86.3,31.79,62.32,31.79,57.4,31.22,30.32,0,97.53,97.55,0,0,0,0,50.39,36.94,0,0,0,71.47,2.97,34.3,29.29,72.53,29.25,85.83,25.64,84.1,25.64,56.24,31.78,30.88,0,97.27,97.29,0,0,0,0,0,37.06,0,0,0,58.93,2.97,34.44,30.99,72.97,30.99,63.76,25.62,83.86,25.62,56.08,33.22,32.32,0,118.76,0,0,0,0,0,49.39,35.12,0,30.43,0,77.17,2.99,22.47,27.13,71.79,27.09,85.61,19.2,80.97,19.09,67.68,29.63,28.73,0,117.89,0,0,0,0,0,0,35.17,0,29.62,0,64.37,2.99,22.97,29.31,70.88,29.31,63.03,19.94,81.61,19.84,71.05,31.57,30.67,0,121.83,0,0,0,0,0,49.72,34.63,0,30.11,0,71.88,2.99,20.68,25.84,68.8,25.8,83.68,17.4,80.01,17.29,66.92,28.32,27.42,0,95.32,95.34,0,0,0,0,49.13,35.97,0,30.26,0,94.55,2.98,35.48,28.32,72.62,28.28,87.3,21.99,82.27,21.88,71.03,30.93,30.03,0,89.84,89.86,0,0,0,0,49.63,0,0,0,0,94.09,2.98,38.38,28.78,73.39,28.74,86.8,31.59,62.68,31.59,56.77,31.39,30.49,0,97.81,97.82,0,0,0,0,49.82,34.88,0,29.77,0,71.52,2.97,34.15,28.94,72.53,28.9,86.59,19.72,81.91,19.62,70.37,31.42,30.52,0,96.77,96.79,0,0,0,0,50.87,35.2,0,30.78,0,67.38,2.98,34.71,30.37,73.43,30.33,85.94,20.39,82.01,20.27,67.72,32.84,31.94,1,115.69,0,0,0,0,0,49.47,37.64,0,0,0,94.54,2.99,24.23,26.97,73.53,26.94,86.03,26.98,84.14,26.98,56.96,29.59,28.69
20,0,98.94,98.96,0,0,0,0,50.59,34.89,0,30.23,0,64.69,2.97,33.54,29.05,69.95,29.01,85.2,18.94,81.1,18.83,68.07,31.5,30.6,0,96.53,96.55,0,0,0,0,50.59,36.12,0,30.86,0,92.18,2.98,34.84,27.75,70.53,27.71,83.88,20.88,80.89,20.77,67.96,30.36,29.46,0,118.33,0,0,0,0,0,49.66,0,0,31.79,0,78.99,2.99,22.71,27.25,73.3,27.21,85.22,25.99,60.3,25.87,69.86,29.77,28.87,0,94.55,94.57,0,0,0,0,50,0,0,0,0,95.16,2.98,35.9,28.87,71.57,28.83,86.18,31.78,61.11,31.78,55.41,31.49,30.59,0,97.82,97.84,0,0,0,0,50.89,35.56,0,30.54,0,68.44,2.97,34.14,29.39,71.36,29.35,84.93,19.48,80.49,19.37,67.6,31.86,30.96,0,97.93,97.94,0,0,0,0,51.2,35.03,0,30.47,0,69.19,2.97,34.09,29.22,70.12,29.18,84.19,19.55,81.48,19.44,67.92,31.7,30.8,0,118,0,0,0,0,0,49.87,34.77,0,30.09,0,77.87,2.99,22.9,27.41,70.82,27.37,84.97,19.8,82.16,19.69,69.4,29.93,29.03,0,117.21,0,0,0,0,0,50.03,37.65,0,0,0,81.67,2.99,23.36,27.61,69.7,27.57,84.84,25.88,83.03,25.88,54.99,30.15,29.25,0,121.29,0,0,0,0,0,49.7,34.6,0,30.22,0,72.1,2.99,21,26.06,70.98,26.02,83.94,17.67,80.32,17.56,66.85,28.55,27.65,0,95.07,95.09,0,0,0,0,0,36.13,0,30.55,0,73.64,2.98,35.62,31.41,71.01,31.41,62.03,21.92,81.91,21.81,70.02,33.71,32.81,1,93.05,93.07,0,0,0,0,50.25,0,0,32.92,0,90.63,2.98,36.69,28.99,71.09,28.95,85.8,28.57,61.52,28.45,68.41,31.59,30.69,0,97.82,97.84,0,0,0,0,50.49,34.77,0,29.58,0,70.03,2.97,34.14,29.09,69.79,29.05,85.43,19.77,82.14,19.66,71.01,31.57,30.67,0,94.24,94.26,0,0,0,0,50.32,35.81,0,31.1,0,0,2.98,36.06,28.49,70.76,28.45,85.15,20.86,81.42,20.75,67.12,38.89,29.86,1,118.54,0,0,0,0,0,49.7,35.25,0,30.55,0,82,2.99,22.59,26.78,71.92,26.74,86.83,19.37,80.91,19.26,67.48,29.31,28.41
